txn_id,date,account_id,description,amount,type,category,mode,balance,raw_text,source
TXN96563099534,2025-01-07,ACC100005,Pos Vendor Payment Allahabad,-6881.82,DEBIT,Other,POS,381561.96,2025-01-07 Pos Vendor Payment Allahabad -6881.82,synthetic
TXN93264043219,2025-01-08,ACC100005,POS More Supermarket Vijayawada,-275.79,DEBIT,Groceries,POS,381286.17,2025-01-08 POS More Supermarket Vijayawada -275.79,synthetic
TXN96039089861,2025-01-08,ACC100005,IMPS NEFT TRANSFER REF:294590,129964.84,CREDIT,Transfer,IMPS,511251.01,2025-01-08 IMPS NEFT TRANSFER REF:294590 129964.84,synthetic
TXN94020054820,2025-01-09,ACC100005,UPI/urmicherian709/Myntra Ref:660213,-27287.63,DEBIT,Shopping,UPI,483963.38,2025-01-09 UPI/urmicherian709/Myntra Ref:660213 -27287.63,synthetic
TXN91029010104,2025-01-10,ACC100005,IMPS House Rent Ref:195006,-10485.13,DEBIT,Rent,IMPS,473478.25,2025-01-10 IMPS House Rent Ref:195006 -10485.13,synthetic
TXN91647019974,2025-01-10,ACC100005,POS Swiggy Vijayawada,-756.72,DEBIT,Food & Dining,POS,472721.53,2025-01-10 POS Swiggy Vijayawada -756.72,synthetic
TXN92535032789,2025-01-10,ACC100005,NETBANKING Reliance Fresh Ref:491205,-707.44,DEBIT,Groceries,NETBANKING,472014.09,2025-01-10 NETBANKING Reliance Fresh Ref:491205 -707.44,synthetic
TXN92946038469,2025-01-10,ACC100005,POS More Supermarket Khandwa,-2001.74,DEBIT,Groceries,POS,470012.35,2025-01-10 POS More Supermarket Khandwa -2001.74,synthetic
TXN94324060141,2025-01-10,ACC100005,Jio reprehenderit,-1526.38,DEBIT,Bills,ECS,468485.97,2025-01-10 Jio reprehenderit -1526.38,synthetic
TXN96507098364,2025-01-10,ACC100005,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-4282.74,DEBIT,Cash,ATM,464203.23,2025-01-10 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -4282.74,synthetic
TXN91388016182,2025-01-12,ACC100005,UPI/rdara157/Cafe  Coffee Day Ref:853604,-837.3,DEBIT,Food & Dining,UPI,463365.93,2025-01-12 UPI/rdara157/Cafe  Coffee Day Ref:853604 -837.3,synthetic
TXN95666083904,2025-01-12,ACC100005,UPI/vaishnavi871196/UPI Transfer Ref:792626,-120123.86,DEBIT,Transfer,UPI,343242.07,2025-01-12 UPI/vaishnavi871196/UPI Transfer Ref:792626 -120123.86,synthetic
TXN91007009725,2025-01-13,ACC100005,Apartment Rent dicta,-31491.57,DEBIT,Rent,ECS,311750.5,2025-01-13 Apartment Rent dicta -31491.57,synthetic
TXN94290059629,2025-01-13,ACC100005,JIO DISTINCTIO,-1347.46,DEBIT,Bills,ECS,310403.04,2025-01-13 JIO DISTINCTIO -1347.46,synthetic
TXN94306059842,2025-01-13,ACC100005,UPI/warhiprabhu2145/BESCOM  Ref:848454,-541.25,DEBIT,Bills,UPI,309861.79,2025-01-13 UPI/warhiprabhu2145/BESCOM  Ref:848454 -541.25,synthetic
TXN95091073581,2025-01-13,ACC100005,UPI/fdugar9676/GoAir Ref:707999,-14009.49,DEBIT,Travel,UPI,295852.3,2025-01-13 UPI/fdugar9676/GoAir Ref:707999 -14009.49,synthetic
TXN95987089071,2025-01-13,ACC100005,UPI/patelanvi808/IMPS Transfer Ref:172106,-13150.87,DEBIT,Transfer,UPI,282701.43,2025-01-13 UPI/patelanvi808/IMPS Transfer Ref:172106 -13150.87,synthetic
TXN90782005470,2025-01-14,ACC100005,SALARY CREDIT TCS REF:35885,159056.05,CREDIT,Salary,NEFT,441757.48,2025-01-14 SALARY CREDIT TCS REF:35885 159056.05,synthetic
TXN93334044369,2025-01-14,ACC100005,POS AJIO Bijapur,-42180.84,DEBIT,Shopping,POS,399576.64,2025-01-14 POS AJIO Bijapur -42180.84,synthetic
TXN94908070722,2025-01-14,ACC100005,UPI/aadhya088661/Uber Ref:970617,-19924.68,DEBIT,Travel,UPI,379651.96,2025-01-14 UPI/aadhya088661/Uber Ref:970617 -19924.68,synthetic
TXN91872023545,2025-01-15,ACC100005,UPI/dboase9233/Zomato Ref:669819,-1595.26,DEBIT,Food & Dining,UPI,378056.7,2025-01-15 UPI/dboase9233/Zomato Ref:669819 -1595.26,synthetic
TXN95228075691,2025-01-15,ACC100005,POS GoAir Anantapuram,-12494.37,DEBIT,Travel,POS,365562.33,2025-01-15 POS GoAir Anantapuram -12494.37,synthetic
TXN92458031777,2025-01-16,ACC100005,UPI/rachana13585/More Supermarket Ref:764279,-1167.36,DEBIT,Groceries,UPI,364394.97,2025-01-16 UPI/rachana13585/More Supermarket Ref:764279 -1167.36,synthetic
TXN93398045185,2025-01-16,ACC100005,POS AJIO Jamalpur,-25020.65,DEBIT,Shopping,POS,339374.32,2025-01-16 POS AJIO Jamalpur -25020.65,synthetic
TXN94669066778,2025-01-16,ACC100005,UPI/yashviprashad3713/BSNL Ref:830188,-4246.79,DEBIT,Bills,UPI,335127.53,2025-01-16 UPI/yashviprashad3713/BSNL Ref:830188 -4246.79,synthetic
TXN96252093455,2025-01-16,ACC100005,POS HP PETROL PUMP VADODARA,-4220.26,DEBIT,Fuel,POS,330907.27,2025-01-16 POS HP PETROL PUMP VADODARA -4220.26,synthetic
TXN90641002701,2025-01-17,ACC100005,SALARY  CREDIT Company Payroll Ref:93851,184572.67,CREDIT,Salary,CREDIT,515479.94,2025-01-17 SALARY  CREDIT Company Payroll Ref:93851 184572.67,synthetic
TXN91834022793,2025-01-17,ACC100005,UPI/gaurav86825/Zomato Ref:429841,-1836.43,DEBIT,Food & Dining,UPI,513643.51,2025-01-17 UPI/gaurav86825/Zomato Ref:429841 -1836.43,synthetic
TXN91836022814,2025-01-17,ACC100005,UPI/hritik976521/Dominos Ref:291620,-397.81,DEBIT,Food & Dining,UPI,513245.7,2025-01-17 UPI/hritik976521/Dominos Ref:291620 -397.81,synthetic
TXN96244093320,2025-01-17,ACC100005,POS IndianOil Tiruppur,-4152.41,DEBIT,Fuel,POS,509093.29,2025-01-17 POS IndianOil Tiruppur -4152.41,synthetic
TXN95766085622,2025-01-18,ACC100005,IMPS NEFT Transfer Ref:420861,-2946.93,DEBIT,Transfer,IMPS,506146.36,2025-01-18 IMPS NEFT Transfer Ref:420861 -2946.93,synthetic
TXN95911087910,2025-01-18,ACC100005,NEFT IMPS Transfer Ref:511629,33556.05,CREDIT,Transfer,NEFT,539702.41,2025-01-18 NEFT IMPS Transfer Ref:511629 33556.05,synthetic
TXN96189092339,2025-01-18,ACC100005,IMPS NEFT Transfer Ref:872069,3408.29,CREDIT,Transfer,IMPS,543110.7,2025-01-18 IMPS NEFT Transfer Ref:872069 3408.29,synthetic
TXN96547099501,2025-01-18,ACC100005,UPI/srinivasavi8509/Vendor Payment Ref:430428,-2719.85,DEBIT,Other,UPI,540390.85,2025-01-18 UPI/srinivasavi8509/Vendor Payment Ref:430428 -2719.85,synthetic
TXN92191028104,2025-01-19,ACC100005,UPI/akarnik9031/Zomato Ref:406019,-1574.78,DEBIT,Food & Dining,UPI,538816.07,2025-01-19 UPI/akarnik9031/Zomato Ref:406019 -1574.78,synthetic
TXN92496032204,2025-01-19,ACC100005,UPI/etripathi4359/Spencer's Ref:261045,-128.85,DEBIT,Groceries,UPI,538687.22,2025-01-19 UPI/etripathi4359/Spencer's Ref:261045 -128.85,synthetic
TXN94083055783,2025-01-19,ACC100005,Pos Ajio Shimla,-10561.89,DEBIT,Shopping,POS,528125.33,2025-01-19 Pos Ajio Shimla -10561.89,synthetic
TXN94991071985,2025-01-19,ACC100005,NETBANKING IRCTC Ref:487363,-9738.14,DEBIT,Travel,NETBANKING,518387.19,2025-01-19 NETBANKING IRCTC Ref:487363 -9738.14,synthetic
TXN91087011045,2025-01-20,ACC100005,IMPS House Rent Ref:677041,-27573.73,DEBIT,Rent,IMPS,490813.46,2025-01-20 IMPS House Rent Ref:677041 -27573.73,synthetic
TXN91563018736,2025-01-20,ACC100005,UPI/gpurohit102/Dominos Ref:576145,-42.13,DEBIT,Food & Dining,UPI,490771.33,2025-01-20 UPI/gpurohit102/Dominos Ref:576145 -42.13,synthetic
TXN93637048584,2025-01-20,ACC100005,POS Ajio Parbhani,-14200.81,DEBIT,Shopping,POS,476570.52,2025-01-20 POS Ajio Parbhani -14200.81,synthetic
TXN94614065765,2025-01-20,ACC100005,BESCOM sit,-7063.61,DEBIT,Bills,ECS,469506.91,2025-01-20 BESCOM sit -7063.61,synthetic
TXN95412078848,2025-01-20,ACC100005,EMI Loan ut,-17747.08,DEBIT,EMI,ECS,451759.83,2025-01-20 EMI Loan ut -17747.08,synthetic
TXN96509098415,2025-01-20,ACC100005,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-2195.95,DEBIT,Cash,ATM,449563.88,2025-01-20 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -2195.95,synthetic
TXN90724004181,2025-01-21,ACC100005,SALARY CREDIT INFOSYS Ref:65602,82813.08,CREDIT,Salary,NEFT,532376.96,2025-01-21 SALARY CREDIT INFOSYS Ref:65602 82813.08,synthetic
TXN91281014602,2025-01-21,ACC100005,UPI/xmukhopadhyay3092/Dominos Ref:828755,-562.74,DEBIT,Food & Dining,UPI,531814.22,2025-01-21 UPI/xmukhopadhyay3092/Dominos Ref:828755 -562.74,synthetic
TXN92572033336,2025-01-21,ACC100005,UPI/manbirsharaf6680/Spencer's Ref:968757,-1655.15,DEBIT,Groceries,UPI,530159.07,2025-01-21 UPI/manbirsharaf6680/Spencer's Ref:968757 -1655.15,synthetic
TXN90595001895,2025-01-22,ACC100005,SALARY CREDIT TCS REF:96885,44882.78,CREDIT,Salary,NEFT,575041.85,2025-01-22 SALARY CREDIT TCS REF:96885 44882.78,synthetic
TXN90969009051,2025-01-22,ACC100005,NEFT Apartment Rent Ref:270390,-34338.19,DEBIT,Rent,NEFT,540703.66,2025-01-22 NEFT Apartment Rent Ref:270390 -34338.19,synthetic
TXN94035055013,2025-01-23,ACC100005,NETBANKING Amazon Ref:959490,-11801.19,DEBIT,Shopping,NETBANKING,528902.47,2025-01-23 NETBANKING Amazon Ref:959490 -11801.19,synthetic
TXN94442062471,2025-01-23,ACC100005,Jio excepturi,-5351.4,DEBIT,Bills,ECS,523551.07,2025-01-23 Jio excepturi -5351.4,synthetic
TXN95350077591,2025-01-23,ACC100005,EMI SBI sint,-15935.27,DEBIT,EMI,ECS,507615.8,2025-01-23 EMI SBI sint -15935.27,synthetic
TXN93910052929,2025-01-24,ACC100005,POS AJIO Nagercoil,-48019.52,DEBIT,Shopping,POS,459596.28,2025-01-24 POS AJIO Nagercoil -48019.52,synthetic
TXN94649066478,2025-01-24,ACC100005,BSNL coropris,-991.15,DEBIT,Bills,ECS,458605.13,2025-01-24 BSNL coropris -991.15,synthetic
TXN91699020778,2025-01-25,ACC100005,POS Dominos Shivpuri,-1684.55,DEBIT,Food & Dining,POS,456920.58,2025-01-25 POS Dominos Shivpuri -1684.55,synthetic
TXN92240028774,2025-01-25,ACC100005,UPI/prishamitter8647/Zomato Ref:594711,-118.23,DEBIT,Food & Dining,UPI,456802.35,2025-01-25 UPI/prishamitter8647/Zomato Ref:594711 -118.23,synthetic
TXN92535032847,2025-01-25,ACC100005,POS DMart Sasaram,-539.18,DEBIT,Groceries,POS,456263.17,2025-01-25 POS DMart Sasaram -539.18,synthetic
TXN95976088911,2025-01-25,ACC100005,UPI/isha473876/NEFT Transfer Ref:209578,-32691.68,DEBIT,Transfer,UPI,423571.49,2025-01-25 UPI/isha473876/NEFT Transfer Ref:209578 -32691.68,synthetic
TXN96279093968,2025-01-25,ACC100005,Pos Indianoil Tadepalligudem,-4159.47,DEBIT,Fuel,POS,419412.02,2025-01-25 Pos Indianoil Tadepalligudem -4159.47,synthetic
TXN96563099677,2025-01-25,ACC100005,UPI/yashodhara907646/Vendor Payment Ref:218465,-1089.44,DEBIT,Other,UPI,418322.58,2025-01-25 UPI/yashodhara907646/Vendor Payment Ref:218465 -1089.44,synthetic
TXN90813006285,2025-01-26,ACC100005,SALARY CREDIT INFOSYS Ref:62184,38092.27,CREDIT,Salary,NEFT,456414.85,2025-01-26 SALARY CREDIT INFOSYS Ref:62184 38092.27,synthetic
TXN92928038167,2025-01-26,ACC100005,UPI/joshichanchal2901/Reliance Fresh Ref:392981,-2947.56,DEBIT,Groceries,UPI,453467.29,2025-01-26 UPI/joshichanchal2901/Reliance Fresh Ref:392981 -2947.56,synthetic
TXN93296043691,2025-01-26,ACC100005,NETBANKING Spencer's Ref:220267,-1480.04,DEBIT,Groceries,NETBANKING,451987.25,2025-01-26 NETBANKING Spencer's Ref:220267 -1480.04,synthetic
TXN94681066971,2025-01-26,ACC100005,NETBANKING Airtel Ref:746444,-8872.01,DEBIT,Bills,NETBANKING,443115.24,2025-01-26 NETBANKING Airtel Ref:746444 -8872.01,synthetic
TXN91253014116,2025-01-27,ACC100005,NEFT House Rent Ref:322151,-7468.6,DEBIT,Rent,NEFT,435646.64,2025-01-27 NEFT House Rent Ref:322151 -7468.6,synthetic
TXN92745035679,2025-01-27,ACC100005,UPI/sakshambaral9557/BigBasket Ref:572667,-627.64,DEBIT,Groceries,UPI,435019.0,2025-01-27 UPI/sakshambaral9557/BigBasket Ref:572667 -627.64,synthetic
TXN96303094376,2025-01-27,ACC100005,POS Bharat Petroleum Bangalore,-2728.04,DEBIT,Fuel,POS,432290.96,2025-01-27 POS Bharat Petroleum Bangalore -2728.04,synthetic
TXN92198028175,2025-01-28,ACC100005,UPI/fnarula9099/Zomato Ref:240650,-1805.4,DEBIT,Food & Dining,UPI,430485.56,2025-01-28 UPI/fnarula9099/Zomato Ref:240650 -1805.4,synthetic
TXN92565033215,2025-01-28,ACC100005,NETBANKING Spencer's Ref:498632,-241.27,DEBIT,Groceries,NETBANKING,430244.29,2025-01-28 NETBANKING Spencer's Ref:498632 -241.27,synthetic
TXN94500063598,2025-01-28,ACC100005,NETBANKING Jio Ref:709155,-375.55,DEBIT,Bills,NETBANKING,429868.74,2025-01-28 NETBANKING Jio Ref:709155 -375.55,synthetic
TXN95676084212,2025-01-28,ACC100005,UPI/DEV88828/NEFT TRANSFER REF:769370,-174145.89,DEBIT,Transfer,UPI,255722.85,2025-01-28 UPI/DEV88828/NEFT TRANSFER REF:769370 -174145.89,synthetic
TXN95954088577,2025-01-29,ACC100005,IMPS NEFT Transfer Ref:332055,17151.75,CREDIT,Transfer,IMPS,272874.6,2025-01-29 IMPS NEFT Transfer Ref:332055 17151.75,synthetic
TXN91144011937,2025-01-30,ACC100005,NEFT Apartment Rent Ref:790059,-34835.22,DEBIT,Rent,NEFT,238039.38,2025-01-30 NEFT Apartment Rent Ref:790059 -34835.22,synthetic
TXN96006089357,2025-01-30,ACC100005,UPI/neha896302/NEFT Transfer Ref:181074,-136962.97,DEBIT,Transfer,UPI,101076.41,2025-01-30 UPI/neha896302/NEFT Transfer Ref:181074 -136962.97,synthetic
TXN96169092035,2025-01-30,ACC100005,Upi/Wgokhale3729/Upi Transfer Ref:163232,-70838.8,DEBIT,Transfer,UPI,30237.61,2025-01-30 Upi/Wgokhale3729/Upi Transfer Ref:163232 -70838.8,synthetic
TXN90509000091,2025-01-31,ACC100005,SALARY CREDIT Company Payroll Ref:53054,90633.62,CREDIT,Salary,NEFT,120871.23,2025-01-31 SALARY CREDIT Company Payroll Ref:53054 90633.62,synthetic
TXN92415031159,2025-01-31,ACC100005,UPI/daksh536292/More Supermarket Ref:800933,-2990.37,DEBIT,Groceries,UPI,117880.86,2025-01-31 UPI/daksh536292/More Supermarket Ref:800933 -2990.37,synthetic
TXN93735050124,2025-01-31,ACC100005,POS AJIO Satna,-2694.95,DEBIT,Shopping,POS,115185.91,2025-01-31 POS AJIO Satna -2694.95,synthetic
TXN93867052294,2025-01-31,ACC100005,POS Ajio Darbhanga,-48729.54,DEBIT,Shopping,POS,66456.37,2025-01-31 POS Ajio Darbhanga -48729.54,synthetic
TXN94035055160,2025-01-31,ACC100005,UPI/bimala561926/AJIO Ref:871200,-37998.36,DEBIT,Shopping,UPI,28458.01,2025-01-31 UPI/bimala561926/AJIO Ref:871200 -37998.36,synthetic
TXN94746068133,2025-01-31,ACC100005,Upi/Sarinbenjamin4750/Bsnl Ref:698601,-3665.83,DEBIT,Bills,UPI,24792.18,2025-01-31 Upi/Sarinbenjamin4750/Bsnl Ref:698601 -3665.83,synthetic
TXN95520081086,2025-01-31,ACC100005,EMI Loan culpa,-11171.3,DEBIT,EMI,ECS,13620.88,2025-01-31 EMI Loan culpa -11171.3,synthetic
TXN98265108660,2025-01-30,ACC100005,TRANSFER FROM SELF Ref:436096,58454.59,CREDIT,Transfer,NEFT,,,
TXN95982089005,2025-01-31,ACC100005,UPI/guptajanya4754/NEFT Transfer Ref:426656,-71358.09,DEBIT,Transfer,UPI,717.38,2025-01-31 UPI/guptajanya4754/NEFT Transfer Ref:426656 -71358.09,synthetic
TXN98265108673,2025-01-31,ACC100005,TRANSFER FROM SELF Ref:540593,25052.41,CREDIT,Transfer,NEFT,,,
TXN90974009146,2025-02-01,ACC100005,NEFT Accomm Rent Ref:749293,-21303.97,DEBIT,Rent,NEFT,4465.82,2025-02-01 NEFT Accomm Rent Ref:749293 -21303.97,synthetic
TXN95187075105,2025-02-01,ACC100005,UPI/balendra468644/Ola Ref:679226,-2353.86,DEBIT,Travel,UPI,2111.96,2025-02-01 UPI/balendra468644/Ola Ref:679226 -2353.86,synthetic
TXN98265108695,2025-02-01,ACC100005,TRANSFER FROM SELF Ref:814478,35013.85,CREDIT,Transfer,NEFT,,,
TXN91165012350,2025-02-02,ACC100005,IMPS Accomm Rent Ref:675533,-32328.93,DEBIT,Rent,IMPS,4796.88,2025-02-02 IMPS Accomm Rent Ref:675533 -32328.93,synthetic
TXN94336060505,2025-02-02,ACC100005,NETBANKING BESCOM Ref:478808,-4373.46,DEBIT,Bills,NETBANKING,423.42,2025-02-02 NETBANKING BESCOM Ref:478808 -4373.46,synthetic
TXN98265108719,2025-02-02,ACC100005,TRANSFER FROM SELF Ref:919758,27714.77,CREDIT,Transfer,NEFT,,,
TXN91115011531,2025-02-03,ACC100005,NEFT House Rent Ref:416714,-26309.06,DEBIT,Rent,NEFT,1829.13,2025-02-03 NEFT House Rent Ref:416714 -26309.06,synthetic
TXN91519018047,2025-02-03,ACC100005,UPI/murthytimothy2622/Dominos Ref:856286,-57.98,DEBIT,Food & Dining,UPI,1771.15,2025-02-03 UPI/murthytimothy2622/Dominos Ref:856286 -57.98,synthetic
TXN91648019998,2025-02-03,ACC100005,UPI/ddhar6558/Dominos Ref:153907,-647.87,DEBIT,Food & Dining,UPI,1123.28,2025-02-03 UPI/ddhar6558/Dominos Ref:153907 -647.87,synthetic
TXN98265108747,2025-02-02,ACC100005,TRANSFER FROM SELF Ref:283020,11067.07,CREDIT,Transfer,NEFT,,,
TXN93377044935,2025-02-03,ACC100005,UPI/sathvik687585/Flipkart Ref:426939,-8468.72,DEBIT,Shopping,UPI,3721.63,2025-02-03 UPI/sathvik687585/Flipkart Ref:426939 -8468.72,synthetic
TXN98265108756,2025-02-02,ACC100005,TRANSFER FROM SELF Ref:299986,43898.52,CREDIT,Transfer,NEFT,,,
TXN94188057630,2025-02-03,ACC100005,UPI/ganga041263/Ajio Ref:300718,-42730.25,DEBIT,Shopping,UPI,4889.9,2025-02-03 UPI/ganga041263/Ajio Ref:300718 -42730.25,synthetic
TXN98265108765,2025-02-02,ACC100005,TRANSFER FROM SELF Ref:795971,11871.67,CREDIT,Transfer,NEFT,,,
TXN95472080067,2025-02-03,ACC100005,EMI Loan dolore,-12876.07,DEBIT,EMI,ECS,3885.5,2025-02-03 EMI Loan dolore -12876.07,synthetic
TXN98265108773,2025-02-02,ACC100005,TRANSFER FROM SELF Ref:407378,8043.67,CREDIT,Transfer,NEFT,,,
TXN95573082267,2025-02-03,ACC100005,EMI SBI doloribus,-10297.19,DEBIT,EMI,ECS,1631.98,2025-02-03 EMI SBI doloribus -10297.19,synthetic
TXN91658020205,2025-02-04,ACC100005,UPI/mdey9573/Zomato Ref:765847,-1540.32,DEBIT,Food & Dining,UPI,91.66,2025-02-04 UPI/mdey9573/Zomato Ref:765847 -1540.32,synthetic
TXN98265108795,2025-02-03,ACC100005,Transfer From Self Ref:564744,2700.2,CREDIT,Transfer,NEFT,,,
TXN92066026195,2025-02-04,ACC100005,POS Zomato Coimbatore,-881.55,DEBIT,Food & Dining,POS,1910.31,2025-02-04 POS Zomato Coimbatore -881.55,synthetic
TXN92215028359,2025-02-04,ACC100005,NETBANKING McDonalds Ref:963283,-1773.91,DEBIT,Food & Dining,NETBANKING,136.4,2025-02-04 NETBANKING McDonalds Ref:963283 -1773.91,synthetic
TXN98265108811,2025-02-03,ACC100005,Transfer From Self Ref:124726,54893.91,CREDIT,Transfer,NEFT,,,
TXN95676084083,2025-02-04,ACC100005,UPI/bhavya409472/UPI Transfer Ref:158275,-50175.16,DEBIT,Transfer,UPI,4855.15,2025-02-04 UPI/bhavya409472/UPI Transfer Ref:158275 -50175.16,synthetic
TXN98265108827,2025-02-03,ACC100005,TRANSFER FROM SELF Ref:212237,36999.37,CREDIT,Transfer,NEFT,,,
TXN95976088897,2025-02-04,ACC100005,IMPS UPI Transfer Ref:338918,-39909.75,DEBIT,Transfer,IMPS,1944.77,2025-02-04 IMPS UPI Transfer Ref:338918 -39909.75,synthetic
TXN91464017210,2025-02-05,ACC100005,Pos Zomato Rajahmundry,-958.97,DEBIT,Food & Dining,POS,985.8,2025-02-05 Pos Zomato Rajahmundry -958.97,synthetic
TXN91741021492,2025-02-05,ACC100005,POS Dominos Pallavaram,-471.69,DEBIT,Food & Dining,POS,514.11,2025-02-05 POS Dominos Pallavaram -471.69,synthetic
TXN98265108858,2025-02-04,ACC100005,TRANSFER RFOM SELF Ref:963131,1302.24,CREDIT,Transfer,NEFT,,,
TXN92011025468,2025-02-05,ACC100005,POS Zomato Pondicherry,-836.88,DEBIT,Food & Dining,POS,979.47,2025-02-05 POS Zomato Pondicherry -836.88,synthetic
TXN98265108863,2025-02-04,ACC100005,TRANSFER FROM SELF Ref:451310,7376.48,CREDIT,Transfer,NEFT,,,
TXN94727067787,2025-02-05,ACC100005,NETBANKING Electricity Board Ref:557676,-7009.65,DEBIT,Bills,NETBANKING,1346.3,2025-02-05 NETBANKING Electricity Board Ref:557676 -7009.65,synthetic
TXN98265108873,2025-02-04,ACC100005,TRANSFER FROM SELF Ref:255563,21303.43,CREDIT,Transfer,NEFT,,,
TXN94895070554,2025-02-05,ACC100005,UPI/kantgauri4227/IndiGo Ref:131013,-18596.49,DEBIT,Travel,UPI,4053.24,2025-02-05 UPI/kantgauri4227/IndiGo Ref:131013 -18596.49,synthetic
TXN98265108884,2025-02-04,ACC100005,TRANSFER FROM SELF Ref:142318,17232.65,CREDIT,Transfer,NEFT,,,
TXN94933071072,2025-02-05,ACC100005,NETBANKING Uber Ref:458459,-17760.54,DEBIT,Travel,NETBANKING,3525.35,2025-02-05 NETBANKING Uber Ref:458459 -17760.54,synthetic
TXN98265108894,2025-02-04,ACC100005,TRANSFER  FROM SELF Ref:289677,137425.2,CREDIT,Transfer,NEFT,,,
TXN95748085313,2025-02-05,ACC100005,Upi/Sathvik403288/Upi Transfer Ref:376231,-137495.66,DEBIT,Transfer,UPI,3454.89,2025-02-05 Upi/Sathvik403288/Upi Transfer Ref:376231 -137495.66,synthetic
TXN98265108903,2025-02-04,ACC100005,TRANSFER FROM SELF Ref:332939,98095.75,CREDIT,Transfer,NEFT,,,
TXN96004089333,2025-02-05,ACC100005,IMPS NEFT Transfer Ref:280611,-99265.42,DEBIT,Transfer,IMPS,2285.22,2025-02-05 IMPS NEFT Transfer Ref:280611 -99265.42,synthetic
TXN98265108911,2025-02-05,ACC100005,TRANSFER FROM SELF Ref:428734,34710.6,CREDIT,Transfer,NEFT,,,
TXN91144011932,2025-02-06,ACC100005,NEFT Accomm Rent Ref:181467,-35849.5,DEBIT,Rent,NEFT,1146.32,2025-02-06 NEFT Accomm Rent Ref:181467 -35849.5,synthetic
TXN98265108922,2025-02-05,ACC100005,TRANSFER FROM SELF Ref:761565,7888.18,CREDIT,Transfer,NEFT,,,
TXN94419061980,2025-02-06,ACC100005,Electricity Board libero,-5438.66,DEBIT,Bills,ECS,3595.84,2025-02-06 Electricity Board libero -5438.66,synthetic
TXN98281108936,2025-02-05,ACC100005,TRANSFER FROM SELF Ref:340268,168494.19,CREDIT,Transfer,NEFT,,,
TXN96111091028,2025-02-06,ACC100005,UPI/kkrishnan2543/UPI Transfer Ref:822597,-169539.16,DEBIT,Transfer,UPI,2550.87,2025-02-06 UPI/kkrishnan2543/UPI Transfer Ref:822597 -169539.16,synthetic
TXN98281108947,2025-02-06,ACC100005,TRANSFER FROM SELF Ref:753499,22768.78,CREDIT,Transfer,NEFT,,,
TXN94020054817,2025-02-07,ACC100005,UPI/amrita581870/Amazon Ref:360505,-23636.21,DEBIT,Shopping,UPI,1683.44,2025-02-07 UPI/amrita581870/Amazon Ref:360505 -23636.21,synthetic
TXN90663003101,2025-02-08,ACC100005,SALARY CREDIT TCS Ref:15371,130095.3,CREDIT,Salary,NEFT,131778.74,2025-02-08 SALARY CREDIT TCS Ref:15371 130095.3,synthetic
TXN92908037905,2025-02-08,ACC100005,UPI/rastogiamara4740/More Supermarket Ref:220354,-840.21,DEBIT,Groceries,UPI,130938.53,2025-02-08 UPI/rastogiamara4740/More Supermarket Ref:220354 -840.21,synthetic
TXN95074073305,2025-02-08,ACC100005,UPI/isaiahbhargava8119/IRCTC  Ref:315467,-20527.25,DEBIT,Travel,UPI,110411.28,2025-02-08 UPI/isaiahbhargava8119/IRCTC  Ref:315467 -20527.25,synthetic
TXN96456097348,2025-02-08,ACC100005,ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,-1483.23,DEBIT,Cash,ATM,108928.05,2025-02-08 ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL -1483.23,synthetic
TXN91010009783,2025-02-09,ACC100005,Accomm Rent culpa,-30165.37,DEBIT,Rent,ECS,78762.68,2025-02-09 Accomm Rent culpa -30165.37,synthetic
TXN92614033789,2025-02-09,ACC100005,UPI/urai6134/Spencer's Ref:415088,-1318.6,DEBIT,Groceries,UPI,77444.08,2025-02-09 UPI/urai6134/Spencer's Ref:415088 -1318.6,synthetic
TXN92684034990,2025-02-09,ACC100005,UPI/magarnisha193/Spencer's Ref:658869,-1619.68,DEBIT,Groceries,UPI,75824.4,2025-02-09 UPI/magarnisha193/Spencer's Ref:658869 -1619.68,synthetic
TXN93250043047,2025-02-09,ACC100005,NETBANKING More Supermarket Ref:450509,-2768.88,DEBIT,Groceries,NETBANKING,73055.52,2025-02-09 NETBANKING More Supermarket Ref:450509 -2768.88,synthetic
TXN93398045159,2025-02-09,ACC100005,POS AJIO Dhule,-19600.18,DEBIT,Shopping,POS,53455.34,2025-02-09 POS AJIO Dhule -19600.18,synthetic
TXN93719049880,2025-02-09,ACC100005,NETBANKING Myntra Ref:690972,-10037.51,DEBIT,Shopping,NETBANKING,43417.83,2025-02-09 NETBANKING Myntra Ref:690972 -10037.51,synthetic
TXN94289059502,2025-02-09,ACC100005,BSNL SINT,-272.7,DEBIT,Bills,ECS,43145.13,2025-02-09 BSNL SINT -272.7,synthetic
TXN94895070549,2025-02-09,ACC100005,UPI/smenon5359/IRCTC Ref:161518,-14528.31,DEBIT,Travel,UPI,28616.82,2025-02-09 UPI/smenon5359/IRCTC Ref:161518 -14528.31,synthetic
